id,community_id,asin,title,group,avg_rating,label,rating,degree,degree_centrality
292,5,1558505938, How To Incorporate and Start a Business in North Carolina, Book,0, How To Incorporate and Start a Business in North Carolina,0,8,0.00080008
293,5, B00005LAPN, Riddle, Music,5, Riddle,5,8,0.00080008
294,10, B00005LAPH, No Limits, Music,0, No Limits,0,11,0.00110011
299,7,231113854, Tower for the Summer Heat, Book,0, Tower for the Summer Heat,0,5,0.00050005
301,7,843166312, Kaleidoscope (Doodle Art Super Tubes), Book,0, Kaleidoscope (Doodle Art Super Tubes),0,6,0.00060006
302,24,62514547," Slowing Down to the Speed of Life: How To Create A More Peaceful, Simpler Life From the Inside Out", Book,4.5," Slowing Down to the Speed of Life: How To Create A More Peaceful, Simpler Life From the Inside Out",4.5,117,0.01170117
303,24, B0000506TM, Singin' Some Soul, Music,5, Singin' Some Soul,5,161,0.01610161
304,25, 042512911X, The Vision, Book,5, The Vision,5,7,0.00070007
305,5,195019636, The Medieval Vision: Essays in History and Perception, Book,3, The Medieval Vision: Essays in History and Perception,3,15,0.00150015
306,5,6304702329, Before Sunrise, Video,4.5, Before Sunrise,4.5,19,0.00190019
307,12,195039343, Manic-Depressive Illness, Book,5, Manic-Depressive Illness,5,14,0.00140014
308,12, B00006LU76, Wing Chun Kung Fu, DVD,3, Wing Chun Kung Fu,3,7,0.00070007
309,9,380732734, The Death of an Irish Politician (Peter McGarr Mysteries (Paperback)), Book,3.5, The Death of an Irish Politician (Peter McGarr Mysteries (Paperback)),3.5,5,0.00050005
311,4,700609024, Changing Urban Education (Studies in Government and Public Policy), Book,0, Changing Urban Education (Studies in Government and Public Policy),0,8,0.00080008
312,18, B00006LU75," The Cat - Gogen Yamaguchi, 10th Dan", DVD,3," The Cat - Gogen Yamaguchi, 10th Dan",3,29,0.00290029
313,26,804833575, Guri and Gura's Special Gift, Book,0, Guri and Gura's Special Gift,0,22,0.00220022
314,18,1893554627, Diversity: The Invention of A Concept, Book,5, Diversity: The Invention of A Concept,5,19,0.00190019
315,3,8480883707, Manual de outsourcing, Book,0, Manual de outsourcing,0,33,0.00330033
317,22,873525825," Assessment of Writing: Politics, Policies, Practices (Research and Scholarship in Composition 4)", Book,0," Assessment of Writing: Politics, Policies, Practices (Research and Scholarship in Composition 4)",0,49,0.00490049
318,10, B000068GAS, Roadside (2001 Off-Broadway Cast), Music,5, Roadside (2001 Off-Broadway Cast),5,8,0.00080008
319,5,966333209, Take Me Out to the Ballpark: A Baseball Watcher's Guide to the Game, Book,0, Take Me Out to the Ballpark: A Baseball Watcher's Guide to the Game,0,15,0.00150015
321,5,345406672, Intimate Worlds, Book,5, Intimate Worlds,5,5,0.00050005
322,5,807403563, What Happens After I Die?: Jewish Views of Life After Death, Book,4.5, What Happens After I Die?: Jewish Views of Life After Death,4.5,6,0.00060006
331,11,1876778911, Practical Skywatching (Nature Companion Series), Book,5, Practical Skywatching (Nature Companion Series),5,19,0.00190019
333,20,1578064295, Steven Soderbergh: Interviews (Conversations With Filmmakers Series), Book,3, Steven Soderbergh: Interviews (Conversations With Filmmakers Series),3,10,0.0010001
334,5,743445643," Cathedral (Star Trek Deep Space Nine: Mission Gamma, Book 3)", Book,4," Cathedral (Star Trek Deep Space Nine: Mission Gamma, Book 3)",4,12,0.00120012
335,20,840733208, Getting Ready for Marriage Workbook : How to Really Get to Know the Person You're Going to Marry, Book,4.5, Getting Ready for Marriage Workbook : How to Really Get to Know the Person You're Going to Marry,4.5,6,0.00060006
336,20,1563240904, Beyond the Twin Deficits: A Trade Strategy for the 1990s, Book,0, Beyond the Twin Deficits: A Trade Strategy for the 1990s,0,35,0.00350035
337,20,738810991, The Face of the River, Book,5, The Face of the River,5,101,0.01010101
338,20,879059788, Ordinary Mary's Extraordinary Deed, Book,0, Ordinary Mary's Extraordinary Deed,0,8,0.00080008
339,50,887393012, The Crossbow Murder, Book,0, The Crossbow Murder,0,6,0.00060006
340,25, 043939886X, When I Grow Up I Want To Be Me, Book,5, When I Grow Up I Want To Be Me,5,11,0.00110011
341,50,198164998, Liszt (Master Musicians Series), Book,5, Liszt (Master Musicians Series),5,2,0.00020002
342,20,443071209, Clinical Reflexology: A Guide for Health Professionals, Book,0, Clinical Reflexology: A Guide for Health Professionals,0,120,0.0120012
343,50,131100262," Women's Health: A Primary Care Clinical Guide, Third Edition", Book,5," Women's Health: A Primary Care Clinical Guide, Third Edition",5,6,0.00060006
345,10,71580255, Sensible Cruising: The Thoreau Approach, Book,5, Sensible Cruising: The Thoreau Approach,5,6,0.00060006
346,10,130877263, Corrections in America: An Introduction (9th Edition), Book,5, Corrections in America: An Introduction (9th Edition),5,32,0.00320032
352,4,1879773058, Twenty-Five Lessons in Citizenship: 1997-1998 (99th Edition), Book,4.5, Twenty-Five Lessons in Citizenship: 1997-1998 (99th Edition),4.5,7,0.00070007
353,5, B00004TAU0, Motown Party, Music,5, Motown Party,5,12,0.00120012
354,5,882143786, Marriage: Dead or Alive, Book,0, Marriage: Dead or Alive,0,7,0.00070007
355,5, B00004TAU6,,,0,,0,11,0.00110011
357,5, B00004TAU4,,,0,,0,16,0.00160016
358,5, B000002ANX, Higher Ground, Music,0, Higher Ground,0,8,0.00080008
362,12, B000002NHZ, Best of Smooth Jazz, Music,5, Best of Smooth Jazz,5,4,0.00040004
363,5, B000068GA4, Danzig II: Lucifuge, Music,5, Danzig II: Lucifuge,5,7,0.00070007
364,24, B000068GA5, Undisputed Attitude, Music,4, Undisputed Attitude,4,5,0.00050005
365,24, B000002NHU, What's Your Name, Music,4, What's Your Name,4,5,0.00050005
366,12, B000068GA3, Danzig III: How the Gods Kill, Music,4.5, Danzig III: How the Gods Kill,4.5,6,0.00060006
367,10,887292933, Insight Pocket Guide New Orleans (Insight Pocket Guides), Book,4.5, Insight Pocket Guide New Orleans (Insight Pocket Guides),4.5,20,0.0020002
368,10,891873708, Thirty Lessons in Outlining: Level 1, Book,0, Thirty Lessons in Outlining: Level 1,0,17,0.00170017
369,10, B000002NHN, The Book of Secrets, Music,5, The Book of Secrets,5,6,0.00060006
374,18,963288539, Application of Chaos Theory to Psychological Models, Book,3.5, Application of Chaos Theory to Psychological Models,3.5,3,0.00030003
378,20,132290227, Accounting Procedures: The Recording Process-A Preparer's Perspective, Book,0, Accounting Procedures: The Recording Process-A Preparer's Perspective,0,5,0.00050005
379,20, B000002NHA, Evita: Music From The Motion Picture, Music,4.5, Evita: Music From The Motion Picture,4.5,4,0.00040004
386,5, B00005QSS2, Live At Gilley's, Music,0, Live At Gilley's,0,6,0.00060006
387,5,1568218869, Jewish History in 100 Nutshells, Book,5, Jewish History in 100 Nutshells,5,5,0.00050005
389,12,1565634659, Religion and Culture in Ancient Israel, Book,2, Religion and Culture in Ancient Israel,2,3,0.00030003
390,24,684856921, The FOOD BIBLE, Book,4.5, The FOOD BIBLE,4.5,5,0.00050005
391,24,792296176, National Geographic's Land of the Anaconda, Video,5, National Geographic's Land of the Anaconda,5,8,0.00080008
392,24,1555913466," Xeriscape Handbook: A How-To Guide to Natural, Resource-Wise Gardening", Book,5," Xeriscape Handbook: A How-To Guide to Natural, Resource-Wise Gardening",5,5,0.00050005
393,10,899333397, Montana Atlas & Gazetteer (Montana Atlas & Gazetteer), Book,3, Montana Atlas & Gazetteer (Montana Atlas & Gazetteer),3,6,0.00060006
394,10,8170592372," The Gospel of Peace, According to Guru Granth Sahib", Book,0," The Gospel of Peace, According to Guru Granth Sahib",0,6,0.00060006
395,10,72528613, Elementary Number Theory (Student's Solution Manual), Book,0, Elementary Number Theory (Student's Solution Manual),0,6,0.00060006
403,34, B00000I9P1, When Seconds Count, Music,0, When Seconds Count,0,69,0.00690069
404,13,874872669, Suzuki Cello School Cello: Cello Part, Book,5, Suzuki Cello School Cello: Cello Part,5,21,0.00210021
405,10,898703484, Ungodly Rage: The Hidden Face of Catholic Feminism, Book,4, Ungodly Rage: The Hidden Face of Catholic Feminism,4,8,0.00080008
408,13,262561077, The Return of the Real: Art and Theory at the End of the Century (October Books), Book,4, The Return of the Real: Art and Theory at the End of the Century (October Books),4,4,0.00040004
409,13,791415805, The Taoist Experience: An Anthology (S U N Y Series in Chinese Philosophy and Culture), Book,4.5, The Taoist Experience: An Anthology (S U N Y Series in Chinese Philosophy and Culture),4.5,7,0.00070007
410,13,6301966422, Brewster McCloud, Video,4, Brewster McCloud,4,5,0.00050005
411,10, B000001VP6, Christmas at Boots' Place, Music,5, Christmas at Boots' Place,5,7,0.00070007
412,10,1551802775, Start and Run a Profitable Gift Basket Business (Start & Run ...), Book,3.5, Start and Run a Profitable Gift Basket Business (Start & Run ...),3.5,11,0.00110011
420,11,198643128, The Oxford English-Arabic Dictionary of Current Usage, Book,3.5, The Oxford English-Arabic Dictionary of Current Usage,3.5,7,0.00070007
421,7,1561230723, My Nicu Baby Book: For Nicu Infants, Book,0, My Nicu Baby Book: For Nicu Infants,0,14,0.00140014
422,5,1571741275, Your Cosmic Kids: Using Astrology to Understand Your Children, Book,5, Your Cosmic Kids: Using Astrology to Understand Your Children,5,5,0.00050005
423,5, 088404291X," Doomed Planet (Mission Earth, Vol 10)", Book,3.5," Doomed Planet (Mission Earth, Vol 10)",3.5,4,0.00040004
424,5,486231801, Japanese Designs (Dover Pictorial Archive Series), Book,3, Japanese Designs (Dover Pictorial Archive Series),3,4,0.00040004
425,5,3895088994, Mercedes (2-Volumes in 1 Book), Book,5, Mercedes (2-Volumes in 1 Book),5,4,0.00040004
426,13, 067972186X, The Drowned and the Saved, Book,4.5, The Drowned and the Saved,4.5,6,0.00060006
427,4,3822802719, Andrea Palladio 1508-1580: Architect Between the Renaissance and Baroque (Big Series), Book,0, Andrea Palladio 1508-1580: Architect Between the Renaissance and Baroque (Big Series),0,5,0.00050005
429,11,306808579, R.E.M. : Talk About the Passion : An Oral History (Updated Edition), Book,5, R.E.M. : Talk About the Passion : An Oral History (Updated Edition),5,60,0.0060006
430,12,761540849, No One Lives Forever 2: A Spy in H.A.R.M.'s Way : Prima's Official Strategy Guide (Prima's Official Strategy Guides), Book,5, No One Lives Forever 2: A Spy in H.A.R.M.'s Way : Prima's Official Strategy Guide (Prima's Official Strategy Guides),5,6,0.00060006
431,1,1852791047, Hungarian Vizsla (World of Dogs), Book,4.5, Hungarian Vizsla (World of Dogs),4.5,5,0.00050005
437,7,721674895, Core Curriculum for Neonatal Intensive Care Nursing, Book,3.5, Core Curriculum for Neonatal Intensive Care Nursing,3.5,9,0.00090009
438,7,1592000088, Focus On Photon Mapping (Game Development), Book,2, Focus On Photon Mapping (Game Development),2,12,0.00120012
439,7,486284999, Narrative of the Life of Frederick Douglass (Dover Thrift Editions), Book,4.5, Narrative of the Life of Frederick Douglass (Dover Thrift Editions),4.5,16,0.00160016
440,1,939459043, Sterile Pharmaceutical Packaging: Compatibility and Stability: Technical Report 5, Book,0, Sterile Pharmaceutical Packaging: Compatibility and Stability: Technical Report 5,0,6,0.00060006
443,9,1563897431," World's Finest Comics Archives, Vol. 2 (DC Archive Editions)", Book,0," World's Finest Comics Archives, Vol. 2 (DC Archive Editions)",0,8,0.00080008
444,9,1891024248, Interaction: Artistic Practice in the Network, Book,0, Interaction: Artistic Practice in the Network,0,5,0.00050005
445,4, 096745039X, An Affair of Sorcerers, Book,4, An Affair of Sorcerers,4,89,0.00890089
446,16,802848109, Faith and Justification (Studies in Dogmatics), Book,0, Faith and Justification (Studies in Dogmatics),0,20,0.0020002
448,11,312966091, Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel), Book,4.5, Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),4.5,14,0.00140014
449,11,1579651801, Audubon 365 Birds Page-A-Day Calendar 2002, Book,0, Audubon 365 Birds Page-A-Day Calendar 2002,0,37,0.00370037
450,3,61007226, The Exorcist, Book,4.5, The Exorcist,4.5,20,0.0020002
451,10,803960972, Making Change Happen : Practical Planning for School Leaders, Book,0, Making Change Happen : Practical Planning for School Leaders,0,5,0.00050005
452,22,1561704962, 101 Ways to Health and Healing, Book,0, 101 Ways to Health and Healing,0,38,0.00380038
454,5,1565546644, Memories of Lafayette, Book,0, Memories of Lafayette,0,16,0.00160016
455,5, B000004BTK, Midwinter Night's Dream, Music,5, Midwinter Night's Dream,5,27,0.00270027
456,5, B0000296JO, Made in Japan, Music,4, Made in Japan,4,6,0.00060006
458,13, B0000296JD, The Gift of Game, Music,3.5, The Gift of Game,3.5,22,0.00220022
462,12,811826449, The Civil War Collection, Book,5, The Civil War Collection,5,20,0.0020002
463,12,846450739, Improve Your People Skills, Book,0, Improve Your People Skills,0,6,0.00060006
464,23, 081321078X, Say It Is Pentecost: A Guide Through Balthasar's Logic (Introduction to Hans Urs Von Valthasar), Book,0, Say It Is Pentecost: A Guide Through Balthasar's Logic (Introduction to Hans Urs Von Valthasar),0,4,0.00040004
473,5,834209136, Essentials of Managed Health Care, Book,5, Essentials of Managed Health Care,5,9,0.00090009
474,14,816623414," Bad Aboriginal Art : Tradition, Media, and Technological Horizons (Theory Out of Bounds, Vol 3)", Book,5," Bad Aboriginal Art : Tradition, Media, and Technological Horizons (Theory Out of Bounds, Vol 3)",5,2,0.00020002
479,20,1901295141, How to Build & Power Tune Su Carburettors (Speedpro), Book,0, How to Build & Power Tune Su Carburettors (Speedpro),0,38,0.00380038
480,20, B0000296J9, Gunfighter Ballads & Trail Songs, Music,5, Gunfighter Ballads & Trail Songs,5,58,0.00580058
481,20,1401015786, A Major Case: A Novel by Pete Deer, Book,4.5, A Major Case: A Novel by Pete Deer,4.5,278,0.02780278
482,12,865302839, Thematic Learning Adventures for Young Children: Weekly Integrated Curriculum Units for the Whole Year (Kids' Stuff), Book,0, Thematic Learning Adventures for Young Children: Weekly Integrated Curriculum Units for the Whole Year (Kids' Stuff),0,74,0.00740074
483,20,60920203, Hitler : A Study in Tyranny, Book,3.5, Hitler : A Study in Tyranny,3.5,16,0.00160016
484,20, 089555092X, St. Martin De Porres-Apostle of Charity (Cross and Crown Series of Spirituality), Book,5, St. Martin De Porres-Apostle of Charity (Cross and Crown Series of Spirituality),5,8,0.00080008
485,50, B0000296J5, Stand By Your Man (Exp), Music,5, Stand By Your Man (Exp),5,7,0.00070007
488,11,590282085, Nova's Ark, Book,4.5, Nova's Ark,4.5,5,0.00050005
489,11, B000004BTI, Beyond Horizon, Music,4.5, Beyond Horizon,4.5,9,0.00090009
490,11,1586648500, Record Of Lodoss War Chronicles Of The Heroic Knight Book 2 (Record of Lodoss War (Graphic Novels)), Book,4, Record Of Lodoss War Chronicles Of The Heroic Knight Book 2 (Record of Lodoss War (Graphic Novels)),4,5,0.00050005
494,22,399521372," We Can Work It Out: How to Solve Conflicts, Save Your Marriage, and Strengthen Your Love for Each Other", Book,5," We Can Work It Out: How to Solve Conflicts, Save Your Marriage, and Strengthen Your Love for Each Other",5,9,0.00090009
498,10,1579102573, Perspectives on the Word of God, Book,4, Perspectives on the Word of God,4,4,0.00040004
502,50,452280362, Dreaming Southern, Book,3, Dreaming Southern,3,4,0.00040004
503,11,130803197, A-1 Photography Practice Set for Accounting, Book,0, A-1 Photography Practice Set for Accounting,0,2,0.00020002
504,5,891061320, Partnering Intelligence: Creating Value for Your Business by Building Smart Alliances, Book,5, Partnering Intelligence: Creating Value for Your Business by Building Smart Alliances,5,21,0.00210021
505,25,520201469, Musicology and Difference: Gender and Sexuality in Music Scholarship, Book,0, Musicology and Difference: Gender and Sexuality in Music Scholarship,0,18,0.00180018
506,35,1570753407, Inventing Catholic Tradition, Book,0, Inventing Catholic Tradition,0,5,0.00050005
507,7, B000000WID," Live at the Hollywood Palladium (December 15, 1988)", Music,3.5," Live at the Hollywood Palladium (December 15, 1988)",3.5,6,0.00060006
508,7,1582614687," America's Heroes: Inspiring Stories of Courage, Sacrifice and Patriotism", Book,3.5," America's Heroes: Inspiring Stories of Courage, Sacrifice and Patriotism",3.5,4,0.00040004
509,7,1887734317, The Enormous Turnip, Book,0, The Enormous Turnip,0,5,0.00050005
511,24,966854713, Business Start-up Handbook, Book,4, Business Start-up Handbook,4,10,0.0010001
512,13,1892629011, Flavors of St. Augustine: An Historic Cookbook, Book,4.5, Flavors of St. Augustine: An Historic Cookbook,4.5,47,0.00470047
513,3, B00000K2C1, Balance of the Force, Music,5, Balance of the Force,5,3,0.00030003
